Input,Percentage
233,0.10211111111111111
670,0.0908888888888889
97,0.09622222222222222
223,0.09688888888888889
886,0.09766666666666667
882,0.10355555555555555
460,0.10533333333333333
574,0.104
66,0.09644444444444444
797,0.09566666666666666
723,0.10244444444444445
322,0.10333333333333333
423,0.0971111111111111
848,0.10055555555555555
774,0.10344444444444445
295,0.10144444444444445
354,0.10277777777777777
361,0.098
51,0.0951111111111111
254,0.10511111111111111
47,0.09566666666666666
62,0.09922222222222223
969,0.10044444444444445
211,0.10233333333333333
518,0.09333333333333334
410,0.10122222222222223
273,0.094
230,0.0951111111111111
505,0.0961111111111111
704,0.09733333333333333
577,0.09922222222222223
475,0.104
504,0.10177777777777777
378,0.10433333333333333
896,0.1
593,0.10511111111111111
962,0.10744444444444444
50,0.11511111111111111
277,0.10722222222222222
488,0.11288888888888889
659,0.09888888888888889
572,0.102
985,0.11088888888888888
661,0.103
424,0.10355555555555555
927,0.093
698,0.08466666666666667
559,0.10511111111111111
746,0.09977777777777778
52,0.07955555555555556
304,0.10222222222222223
73,0.10233333333333333
311,0.10477777777777778
100,0.09422222222222222
318,0.09111111111111111
30,0.094
261,0.10211111111111111
356,0.10344444444444445
357,0.09522222222222222
905,0.09255555555555556
155,0.08855555555555555
757,0.10044444444444445
324,0.10411111111111111
845,0.09144444444444444
583,0.09266666666666666
394,0.10544444444444444
411,0.09977777777777778
923,0.09422222222222222
950,0.09888888888888889
366,0.09922222222222223
902,0.10522222222222222
585,0.1131111111111111
305,0.10411111111111111
987,0.10611111111111111
403,0.11444444444444445
167,0.10655555555555556
183,0.10844444444444444
586,0.10488888888888889
922,0.10422222222222222
632,0.10844444444444444
413,0.09666666666666666
666,0.09144444444444444
11,0.10877777777777778
671,0.10222222222222223
98,0.09222222222222222
766,0.09311111111111112
397,0.09155555555555556
960,0.10644444444444444
903,0.10033333333333333
124,0.10222222222222223
69,0.09588888888888888
540,0.09644444444444444
338,0.09744444444444444
921,0.08911111111111111
140,0.09955555555555555
739,0.10422222222222222
12,0.09722222222222222
605,0.10266666666666667
564,0.105
747,0.09577777777777778
538,0.10611111111111111
105,0.10166666666666667
900,0.10333333333333333
867,0.09222222222222222
624,0.10088888888888889
993,0.10044444444444445
452,0.10055555555555555
429,0.09033333333333333
462,0.08822222222222222
375,0.09622222222222222
154,0.08644444444444445
759,0.109
325,0.10566666666666667
693,0.117
849,0.10888888888888888
680,0.097
658,0.10855555555555556
933,0.11044444444444444
594,0.10866666666666666
948,0.1068888888888889
832,0.09955555555555555
339,0.10144444444444445
317,0.09544444444444444
791,0.0961111111111111
427,0.101
926,0.095
805,0.10633333333333334
79,0.10311111111111111
5,0.09966666666666667
78,0.09755555555555556
126,0.098
369,0.09755555555555556
1,0.09633333333333334
702,0.095
891,0.11066666666666666
187,0.10377777777777777
212,0.09877777777777778
602,0.10133333333333333
309,0.09688888888888889
729,0.10044444444444445
854,0.102
984,0.10244444444444445
880,0.10077777777777777
445,0.10233333333333333
998,0.105
931,0.09811111111111111
885,0.09577777777777778
141,0.09211111111111112
345,0.09244444444444444
67,0.094
454,0.09855555555555555
287,0.11366666666666667
353,0.09466666666666666
456,0.10177777777777777
717,0.10644444444444444
712,0.1
979,0.11488888888888889
523,0.10522222222222222
677,0.10833333333333334
966,0.09844444444444445
618,0.08922222222222222
674,0.105
207,0.09322222222222222
929,0.09788888888888889
526,0.09544444444444444
544,0.0918888888888889
197,0.09155555555555556
116,0.09322222222222222
956,0.09888888888888889
861,0.09888888888888889
396,0.10188888888888889
221,0.09455555555555556
28,0.10366666666666667
251,0.10888888888888888
264,0.09722222222222222
732,0.09255555555555556
775,0.09688888888888889
983,0.09455555555555556
692,0.09822222222222222
125,0.07977777777777778
71,0.08855555555555555
823,0.08966666666666667
965,0.0918888888888889
168,0.092
788,0.10222222222222223
288,0.10466666666666667
104,0.09833333333333333
709,0.09255555555555556
733,0.10155555555555555
120,0.09277777777777778
253,0.0971111111111111
688,0.10022222222222223
244,0.093
122,0.11011111111111112
181,0.10922222222222222
697,0.09777777777777778
319,0.12422222222222222
915,0.10555555555555556
714,0.10944444444444444
866,0.11522222222222223
515,0.10422222222222222
442,0.095
332,0.09266666666666666
6,0.09911111111111111
172,0.10077777777777777
708,0.10111111111111111
321,0.09966666666666667
414,0.09788888888888889
171,0.10088888888888889
457,0.09577777777777778
169,0.09988888888888889
507,0.088
483,0.09355555555555556
352,0.09688888888888889
199,0.10377777777777777
200,0.09322222222222222
837,0.09488888888888888
271,0.10188888888888889
59,0.10066666666666667
830,0.09655555555555556
552,0.10122222222222223
296,0.106
27,0.09433333333333334
795,0.09666666666666666
463,0.08855555555555555
841,0.093
219,0.10133333333333333
964,0.09677777777777778
614,0.09877777777777778
299,0.087
786,0.09977777777777778
39,0.11344444444444444
201,0.10033333333333333
606,0.11022222222222222
761,0.11611111111111111
745,0.10455555555555555
425,0.11711111111111111
350,0.09811111111111111
367,0.10766666666666666
626,0.10988888888888888
967,0.11088888888888888
508,0.09644444444444444
542,0.09411111111111112
365,0.09555555555555556
952,0.09066666666666667
627,0.09555555555555556
917,0.09655555555555556
381,0.09566666666666666
77,0.10511111111111111
190,0.10488888888888889
864,0.10522222222222222
137,0.09744444444444444
138,0.10188888888888889
398,0.099
259,0.09111111111111111
945,0.10922222222222222
636,0.10044444444444445
250,0.09555555555555556
651,0.10377777777777777
978,0.09833333333333333
768,0.108
402,0.09333333333333334
897,0.09411111111111112
102,0.09833333333333333
650,0.09877777777777778
433,0.0951111111111111
334,0.1068888888888889
298,0.11522222222222223
498,0.09244444444444444
678,0.102
514,0.0918888888888889
450,0.11544444444444445
740,0.10622222222222222
260,0.10288888888888889
869,0.1111111111111111
130,0.09955555555555555
88,0.11244444444444444
235,0.09555555555555556
344,0.10511111111111111
620,0.09355555555555556
812,0.10377777777777777
358,0.10055555555555555
806,0.099
371,0.10777777777777778
995,0.09688888888888889
468,0.09
46,0.09144444444444444
110,0.10166666666666667
241,0.09966666666666667
928,0.09422222222222222
170,0.10622222222222222
744,0.10022222222222223
856,0.08788888888888889
164,0.09588888888888888
40,0.10011111111111111
272,0.092
31,0.092
284,0.10244444444444445
127,0.0951111111111111
780,0.09055555555555556
41,0.08966666666666667
785,0.09211111111111112
383,0.1058888888888889
519,0.096
500,0.09344444444444444
441,0.10166666666666667
315,0.09422222222222222
943,0.09944444444444445
393,0.09311111111111112
772,0.097
781,0.10277777777777777
406,0.11277777777777778
408,0.098
588,0.10677777777777778
65,0.11333333333333333
762,0.10211111111111111
87,0.11222222222222222
274,0.10333333333333333
860,0.11544444444444445
700,0.11555555555555555
355,0.10088888888888889
326,0.09144444444444444
278,0.10111111111111111
649,0.09922222222222223
360,0.09755555555555556
634,0.09288888888888888
291,0.09255555555555556
330,0.09344444444444444
234,0.09033333333333333
846,0.10177777777777777
185,0.09466666666666666
592,0.096
690,0.09677777777777778
506,0.10077777777777777
364,0.09577777777777778
972,0.10933333333333334
509,0.10433333333333333
568,0.0971111111111111
265,0.09177777777777778
314,0.102
392,0.09044444444444444
472,0.09677777777777778
484,0.09155555555555556
834,0.09388888888888888
535,0.10144444444444445
464,0.09388888888888888
842,0.09577777777777778
543,0.09555555555555556
916,0.094
773,0.09944444444444445
522,0.09955555555555555
803,0.11444444444444445
229,0.10733333333333334
990,0.09944444444444445
875,0.10744444444444444
374,0.107
937,0.11166666666666666
909,0.10277777777777777
977,0.099
118,0.10555555555555556
722,0.09577777777777778
898,0.09477777777777778
173,0.092
276,0.09844444444444445
652,0.09933333333333333
851,0.09677777777777778
286,0.09688888888888889
487,0.09844444444444445
119,0.0971111111111111
368,0.09444444444444444
631,0.10544444444444444
114,0.10722222222222222
767,0.09744444444444444
935,0.09977777777777778
589,0.10188888888888889
879,0.10622222222222222
782,0.09988888888888889
232,0.09855555555555555
513,0.1058888888888889
821,0.09377777777777778
494,0.09344444444444444
689,0.08455555555555555
228,0.10477777777777778
771,0.10622222222222222
765,0.09833333333333333
920,0.10277777777777777
188,0.09555555555555556
85,0.097
389,0.08922222222222222
479,0.09488888888888888
143,0.10155555555555555
906,0.097
92,0.10422222222222222
448,0.10911111111111112
862,0.10055555555555555
502,0.10811111111111112
944,0.10066666666666667
461,0.098
681,0.10244444444444445
436,0.09966666666666667
857,0.11155555555555556
847,0.09655555555555556
691,0.0908888888888889
719,0.10177777777777777
492,0.09755555555555556
881,0.0908888888888889
545,0.10055555555555555
306,0.08644444444444445
743,0.09811111111111111
215,0.10466666666666667
101,0.096
705,0.09388888888888888
382,0.09777777777777778
814,0.10088888888888889
992,0.09288888888888888
206,0.093
557,0.10011111111111111
838,0.09966666666666667
194,0.1
531,0.10488888888888889
737,0.09633333333333334
485,0.09844444444444445
828,0.10066666666666667
707,0.08866666666666667
123,0.09488888888888888
621,0.09233333333333334
203,0.09866666666666667
800,0.10022222222222223
262,0.09866666666666667
327,0.09855555555555555
48,0.10777777777777778
807,0.10577777777777778
801,0.11344444444444444
863,0.1058888888888889
129,0.11122222222222222
434,0.10533333333333333
177,0.1068888888888889
310,0.10355555555555555
738,0.11077777777777778
440,0.09911111111111111
8,0.11655555555555555
263,0.10077777777777777
91,0.09688888888888889
657,0.09866666666666667
268,0.09433333333333334
451,0.10288888888888889
135,0.10288888888888889
151,0.09277777777777778
999,0.09533333333333334
779,0.10655555555555556
942,0.10633333333333334
571,0.11322222222222222
813,0.09466666666666666
638,0.09844444444444445
844,0.09955555555555555
833,0.10022222222222223
391,0.10522222222222222
300,0.102
255,0.10988888888888888
529,0.09477777777777778
204,0.10044444444444445
769,0.10288888888888889
486,0.09988888888888889
941,0.10477777777777778
58,0.09855555555555555
576,0.09255555555555556
17,0.09433333333333334
242,0.10233333333333333
563,0.09977777777777778
695,0.10055555555555555
86,0.09844444444444445
874,0.11155555555555556
734,0.107
790,0.108
149,0.11244444444444444
802,0.10333333333333333
111,0.122
787,0.10522222222222222
938,0.102
9,0.10966666666666666
537,0.10266666666666667
61,0.09922222222222223
573,0.09066666666666667
430,0.09155555555555556
534,0.08811111111111111
4,0.09644444444444444
617,0.11066666666666666
703,0.08833333333333333
892,0.08833333333333333
362,0.09344444444444444
877,0.09888888888888889
890,0.11
21,0.09788888888888889
836,0.10666666666666667
481,0.08866666666666667
961,0.10211111111111111
758,0.09633333333333334
109,0.09422222222222222
184,0.105
547,0.09822222222222222
610,0.08877777777777777
925,0.09366666666666666
591,0.09577777777777778
176,0.09288888888888888
783,0.09422222222222222
810,0.098
973,0.0961111111111111
431,0.09144444444444444
852,0.10222222222222223
395,0.09533333333333334
44,0.102
721,0.10622222222222222
444,0.11666666666666667
895,0.10766666666666666
289,0.10855555555555556
