Input,Percentage
233,0.106375
670,0.085
97,0.098625
223,0.100875
886,0.103625
882,0.089
460,0.105875
574,0.10175
66,0.089375
797,0.099875
723,0.10175
322,0.096875
423,0.098125
848,0.0915
774,0.101625
295,0.1065
354,0.106875
361,0.089375
51,0.10375
254,0.098875
47,0.0915
62,0.10425
969,0.097875
211,0.104375
518,0.103125
410,0.10625
273,0.097625
230,0.0925
505,0.088125
704,0.097125
577,0.10025
475,0.113375
504,0.108125
378,0.108375
896,0.1035
593,0.092375
962,0.110875
50,0.1015
277,0.10825
488,0.114875
659,0.09425
572,0.099125
985,0.105875
661,0.096625
424,0.0915
927,0.097625
698,0.08775
559,0.102625
746,0.102625
52,0.095875
304,0.099875
73,0.0995
311,0.0935
100,0.105125
318,0.106875
30,0.102
261,0.100625
356,0.098625
357,0.096875
905,0.100875
155,0.104875
757,0.089125
324,0.097375
845,0.094125
583,0.097625
394,0.093875
411,0.094375
923,0.10425
950,0.10175
366,0.099875
902,0.092125
585,0.125125
305,0.114875
987,0.104875
403,0.13675
167,0.099125
183,0.099
586,0.101125
922,0.11625
632,0.108875
413,0.094625
666,0.0975
11,0.096125
671,0.0975
98,0.10275
766,0.08175
397,0.09225
960,0.089
903,0.10325
124,0.09825
69,0.10375
540,0.1035
338,0.103625
921,0.1045
140,0.09
739,0.090125
12,0.106
605,0.101
564,0.09925
747,0.09975
538,0.108
105,0.09075
900,0.09475
867,0.10125
624,0.101875
993,0.111375
452,0.0905
429,0.108125
462,0.097375
375,0.095
154,0.088375
759,0.10575
325,0.1115
693,0.101125
849,0.099375
680,0.09775
658,0.106875
933,0.090875
594,0.115875
948,0.108125
832,0.093375
339,0.106
317,0.093625
791,0.103625
427,0.10675
926,0.096625
805,0.0945
79,0.104
5,0.099875
78,0.1045
126,0.100375
369,0.106
1,0.103375
702,0.0935
891,0.090375
187,0.097125
212,0.107875
602,0.09875
309,0.108375
729,0.100875
854,0.12025
984,0.103125
880,0.103
445,0.0945
998,0.09375
931,0.095125
885,0.098
141,0.102125
345,0.097375
67,0.100625
454,0.09425
287,0.112625
353,0.104875
456,0.1135
717,0.10925
712,0.09325
979,0.115625
523,0.101
677,0.116
966,0.121625
618,0.098625
674,0.102625
207,0.08975
929,0.090125
526,0.106
544,0.098875
197,0.101375
116,0.101375
956,0.104
861,0.0985
396,0.101375
221,0.10025
28,0.099
251,0.09125
264,0.09925
732,0.109125
775,0.103625
983,0.09625
692,0.08825
125,0.099375
71,0.110875
823,0.0995
965,0.09
168,0.10025
788,0.0955
288,0.09675
104,0.083125
709,0.096
733,0.1015
120,0.089125
253,0.090625
688,0.123375
244,0.09425
122,0.104375
181,0.11075
697,0.101375
319,0.112125
915,0.109
714,0.10725
866,0.10925
515,0.09325
442,0.099875
