Input,Percentage
233,0.07742857142857143
670,0.097
97,0.10985714285714286
223,0.109
886,0.106
882,0.10442857142857143
460,0.09142857142857143
574,0.07371428571428572
66,0.10714285714285714
797,0.10457142857142857
723,0.09514285714285714
322,0.107
423,0.10685714285714286
848,0.082
774,0.09542857142857143
295,0.10285714285714286
354,0.11728571428571428
361,0.10542857142857143
51,0.10842857142857143
254,0.087
47,0.09385714285714286
62,0.104
969,0.108
211,0.10385714285714286
518,0.11485714285714285
410,0.096
273,0.08042857142857143
230,0.10271428571428572
505,0.10885714285714286
704,0.09457142857142857
577,0.10314285714285715
475,0.11571428571428571
504,0.08485714285714285
378,0.087
896,0.10328571428571429
593,0.10928571428571429
962,0.10371428571428572
50,0.10828571428571429
277,0.09828571428571428
488,0.07471428571428572
659,0.09942857142857142
572,0.11314285714285714
985,0.10557142857142857
661,0.10742857142857143
424,0.11414285714285714
927,0.08557142857142858
698,0.09228571428571429
559,0.09942857142857142
746,0.10914285714285714
52,0.10714285714285714
304,0.10628571428571429
73,0.09671428571428571
311,0.08
100,0.102
318,0.10685714285714286
30,0.11014285714285714
261,0.11442857142857144
356,0.11571428571428571
357,0.08014285714285714
905,0.09442857142857143
155,0.10628571428571429
757,0.10571428571428572
324,0.10057142857142858
845,0.10928571428571429
583,0.09771428571428571
394,0.07657142857142857
411,0.11885714285714286
923,0.10857142857142857
950,0.10228571428571429
366,0.10185714285714285
902,0.10942857142857143
585,0.07514285714285714
305,0.09442857142857143
987,0.10514285714285715
403,0.09742857142857143
167,0.11242857142857143
183,0.10585714285714286
586,0.08742857142857142
922,0.07942857142857143
632,0.11157142857142857
413,0.10428571428571429
666,0.10671428571428572
11,0.11157142857142857
671,0.10342857142857143
98,0.08314285714285714
766,0.09685714285714286
397,0.11571428571428571
960,0.10571428571428572
903,0.10571428571428572
124,0.11242857142857143
69,0.07857142857142857
540,0.081
338,0.10857142857142857
921,0.10571428571428572
140,0.10557142857142857
739,0.10514285714285715
12,0.09228571428571429
605,0.08057142857142857
564,0.09957142857142857
747,0.10114285714285715
538,0.10385714285714286
105,0.096
900,0.106
867,0.08528571428571428
624,0.08685714285714285
993,0.11357142857142857
452,0.10985714285714286
429,0.11014285714285714
462,0.107
375,0.09385714285714286
154,0.08085714285714286
759,0.10671428571428572
325,0.11057142857142857
693,0.10057142857142858
849,0.10471428571428572
680,0.10757142857142857
658,0.08728571428571429
933,0.08557142857142858
594,0.10971428571428571
948,0.10414285714285715
832,0.10285714285714286
339,0.11057142857142857
317,0.09528571428571428
791,0.07442857142857143
427,0.10828571428571429
926,0.109
805,0.09885714285714285
79,0.10942857142857143
5,0.10814285714285714
78,0.08057142857142857
126,0.09157142857142857
369,0.108
1,0.09457142857142857
702,0.102
891,0.11171428571428571
187,0.09271428571428571
212,0.075
602,0.11485714285714285
309,0.10942857142857143
729,0.09814285714285714
854,0.10357142857142858
984,0.11157142857142857
880,0.07057142857142858
445,0.08985714285714286
998,0.10028571428571428
931,0.10342857142857143
885,0.10428571428571429
141,0.10428571428571429
345,0.08485714285714285
67,0.08657142857142858
454,0.11085714285714286
287,0.11
353,0.10171428571428572
456,0.1
717,0.09457142857142857
712,0.08242857142857143
979,0.09271428571428571
523,0.11071428571428571
677,0.10214285714285715
966,0.10285714285714286
618,0.108
674,0.08885714285714286
207,0.08585714285714285
929,0.10957142857142857
526,0.10785714285714286
544,0.11371428571428571
197,0.11
116,0.10228571428571429
956,0.08814285714285715
861,0.10071428571428571
396,0.10657142857142857
221,0.11328571428571428
28,0.11
251,0.1
264,0.07714285714285714
732,0.08085714285714286
775,0.11342857142857143
983,0.10614285714285714
692,0.10071428571428571
125,0.10885714285714286
71,0.09128571428571429
823,0.07757142857142857
965,0.106
168,0.10442857142857143
788,0.09714285714285714
288,0.10985714285714286
104,0.10514285714285715
709,0.082
733,0.08628571428571429
120,0.11457142857142857
253,0.10728571428571429
688,0.10628571428571429
244,0.09757142857142857
122,0.09385714285714286
181,0.07114285714285715
697,0.11042857142857143
319,0.10142857142857142
915,0.10914285714285714
714,0.10857142857142857
866,0.10057142857142858
515,0.08128571428571428
442,0.09728571428571428
332,0.10942857142857143
6,0.10157142857142858
172,0.10042857142857142
708,0.09685714285714286
321,0.08571428571428572
414,0.08385714285714285
171,0.107
457,0.11028571428571429
169,0.10885714285714286
507,0.11385714285714285
483,0.09957142857142857
352,0.07657142857142857
199,0.09328571428571429
200,0.11028571428571429
837,0.10328571428571429
271,0.10985714285714286
59,0.11142857142857143
830,0.08257142857142857
552,0.08985714285714286
296,0.115
27,0.10542857142857143
795,0.10557142857142857
463,0.10571428571428572
841,0.1
219,0.07914285714285714
964,0.09985714285714285
614,0.10757142857142857
299,0.10285714285714286
786,0.10571428571428572
39,0.11114285714285714
201,0.09328571428571429
606,0.088
761,0.11328571428571428
745,0.101
425,0.10185714285714285
350,0.10828571428571429
367,0.09457142857142857
626,0.07828571428571429
967,0.102
508,0.10142857142857142
542,0.10542857142857143
365,0.11328571428571428
952,0.10471428571428572
627,0.07842857142857143
917,0.08185714285714285
381,0.112
77,0.10842857142857143
190,0.10857142857142857
864,0.11285714285714285
137,0.097
138,0.082
398,0.10685714285714286
259,0.10971428571428571
945,0.10057142857142858
636,0.106
250,0.10885714285714286
651,0.08328571428571428
978,0.092
768,0.10342857142857143
402,0.10771428571428572
897,0.09842857142857143
102,0.111
650,0.09628571428571428
433,0.07357142857142857
334,0.10642857142857143
298,0.10485714285714286
498,0.104
678,0.10414285714285715
514,0.10871428571428571
450,0.07628571428571429
740,0.08757142857142858
260,0.11885714285714286
869,0.10728571428571429
130,0.10214285714285715
88,0.11428571428571428
235,0.09242857142857143
344,0.08642857142857142
620,0.10328571428571429
812,0.10128571428571428
358,0.099
806,0.10657142857142857
371,0.11471428571428571
995,0.08242857142857143
468,0.09242857142857143
46,0.10885714285714286
110,0.108
241,0.09971428571428571
928,0.10114285714285715
170,0.087
744,0.08357142857142857
856,0.10914285714285714
164,0.10628571428571429
40,0.10371428571428572
272,0.10385714285714286
31,0.105
284,0.07728571428571429
127,0.10628571428571429
780,0.10628571428571429
41,0.09657142857142857
785,0.10485714285714286
383,0.10914285714285714
519,0.07857142857142857
500,0.08971428571428572
441,0.10442857142857143
315,0.10742857142857143
943,0.10528571428571429
393,0.10871428571428571
772,0.09614285714285714
781,0.08742857142857142
406,0.1
408,0.11085714285714286
588,0.09914285714285714
65,0.10471428571428572
762,0.10857142857142857
87,0.08385714285714285
274,0.08742857142857142
860,0.114
700,0.10342857142857143
355,0.10442857142857143
326,0.10957142857142857
278,0.09428571428571429
649,0.07685714285714286
360,0.09971428571428571
634,0.111
291,0.10385714285714286
330,0.10271428571428572
234,0.10071428571428571
846,0.07857142857142857
185,0.08642857142857142
592,0.11071428571428571
690,0.09814285714285714
506,0.10828571428571429
364,0.11057142857142857
972,0.09528571428571428
509,0.07642857142857143
568,0.11071428571428571
265,0.10971428571428571
314,0.09457142857142857
392,0.10228571428571429
472,0.10585714285714286
484,0.079
834,0.09128571428571429
535,0.11028571428571429
464,0.11042857142857143
842,0.097
543,0.09928571428571428
916,0.09128571428571429
773,0.07757142857142857
522,0.10642857142857143
803,0.11128571428571428
229,0.10785714285714286
990,0.10157142857142858
875,0.106
374,0.07671428571428572
937,0.09857142857142857
909,0.10442857142857143
977,0.106
118,0.11228571428571428
722,0.11057142857142857
898,0.08528571428571428
173,0.09585714285714286
276,0.10685714285714286
652,0.10571428571428572
851,0.10542857142857143
286,0.10371428571428572
487,0.10157142857142858
119,0.07614285714285714
368,0.09785714285714285
631,0.107
114,0.10285714285714286
767,0.101
935,0.11242857142857143
589,0.08357142857142857
879,0.07957142857142857
782,0.10485714285714286
232,0.10214285714285715
513,0.108
821,0.10685714285714286
494,0.098
689,0.081
228,0.09714285714285714
771,0.10771428571428572
765,0.106
920,0.09757142857142857
188,0.09942857142857142
85,0.08357142857142857
389,0.083
479,0.10871428571428571
143,0.10414285714285715
906,0.10385714285714286
92,0.108
448,0.09742857142857143
862,0.085
502,0.116
944,0.11257142857142857
461,0.10728571428571429
681,0.10557142857142857
436,0.10142857142857142
857,0.087
847,0.09457142857142857
691,0.10828571428571429
719,0.10371428571428572
492,0.107
881,0.112
